Sample,ABCA13,ABTB2,ADAM23,ADAMTS1,ADCY9,ADRA2C,APOC1,ARHGAP42,ARTN,ASS1,BAMBI,BMP2,CADM1,CAV2,CD70,CNRIP1,COBL,COL17A1,COL18A1,COL4A5,COL6A1,CPNE7,CRIP2,DLC1,DLX1,DPP4,DSEL,DSG2,EEF1A2,EFNA5,ENO2,F3,FAM171A1,FAT1,FEZ1,GAD1,GATA3,GNG11,GPC4,GPNMB,HES4,HEY1,IFI27,IGFBP4,IRX3,IRX5,JPH1,LAMA5,LGALSL,LIF,LSR,MCAM,MCOLN3,MECOM,MET,MPDZ,MT1E,NAV3,NEO1,NFIB,NKD2,NNMT,NT5E,PBX1,PCLO,PCOLCE2,PDE5A,PITX1,PKDCC,PRKD1,PROS1,PTGES,RAP1GAP,RBP7,RBPMS2,RGS16,RND3,ROBO1,RORA,S1PR5,SCG2,SDC2,SELENBP1,SERPINH1,SETBP1,SLC6A8,SLC7A2,SLFN5,SRPX,STXBP6,SYCP2,TGM2,TIMP3,TM4SF1,TMEM158,YAP1,ZNF703
DATA.687780,3.308449233,6.168243222,3.383657203,3.736133316,3.52342051,3.159044286,8.511122213,3.407873752,4.333683668,11.0184597,,3.965221333,3.658769605,9.279475651,5.605339249,3.217426486,3.605198981,4.072354507,6.582324589,4.345444471,,6.405066933,4.615511186,8.845355774,3.195038702,5.515068381,3.078062869,8.133710562,8.551587189,3.49622518,,9.043326506,4.684120311,6.250728395,3.32166162,5.725253459,,3.774419524,4.800607764,3.273519224,7.219484942,7.686997318,4.549814831,4.205371211,7.401556811,3.185175324,6.110506,,5.363067337,5.323951425,,6.050996185,5.321502212,5.662490014,4.772391999,,9.74110516,3.174723496,,6.163234507,3.215408758,,8.19897555,3.836873206,4.078010989,7.832782374,4.137203738,6.385115729,3.505327335,4.700652269,6.173998617,4.607523998,3.267686515,3.458322415,3.691539437,3.892627426,8.333141886,3.574170413,6.641582355,5.68308129,3.010098819,3.401209266,3.537373111,9.939487984,3.100462765,8.151947995,7.163118067,5.549337041,7.474313787,4.521245621,3.030445768,7.50356278,11.12082349,11.23576176,9.196052699,7.836740745,
DATA.687787,2.607259897,3.537828794,4.572946899,5.121555062,3.23384473,7.708722254,4.356096028,3.4041732,3.973543907,12.08665479,12.15574617,4.129754718,5.076457596,4.931605949,3.950199416,3.563552218,3.626376139,3.604874266,5.846431092,6.045412339,,6.461355293,4.174971757,5.173562148,2.802818447,3.633617018,3.286404196,7.896763881,4.037482375,4.506630827,,4.089347809,6.194558604,8.072361653,3.082708152,3.892765075,3.464344996,3.5735375,3.627927224,,6.147040498,5.969535017,4.660286695,3.235864759,4.426037001,3.365910674,6.035593786,3.555655296,,3.215427357,8.316201557,4.622115336,6.386293629,3.277875221,4.074986132,,4.233774453,3.292935781,3.553179707,5.661995425,9.261132476,3.21895248,3.652866386,5.576493503,4.271389609,,7.087111658,5.756066684,3.245857212,7.234263515,4.571738153,3.578239561,3.652095467,5.594151612,4.457699858,4.726450987,7.192624579,6.90585001,9.484816764,3.521900357,2.791245361,,,8.50431813,3.635036395,6.291326588,4.897865429,5.711841143,5.519769678,3.747279493,6.407691149,3.07962095,,7.838383442,8.467139097,8.001612816,4.55076128
DATA.687798,3.277551625,5.627882416,5.459530654,5.898753631,3.510790389,5.862564212,8.481090118,3.869162351,,9.705011597,9.045735593,9.11180006,4.452727894,7.81385265,4.051149888,3.468341974,4.280793706,,4.749628916,6.867141525,4.582636164,4.968294575,5.224831175,6.051123074,3.658847055,3.322691534,5.462938619,7.508399539,6.737442087,5.411724612,5.227288375,,5.313601491,9.1354255,3.828447396,4.671411553,8.377873559,,,4.182937874,5.902045879,,4.297295647,3.257676453,9.285344186,5.267840589,5.351554741,4.910169239,6.115074048,3.134638307,,3.969835209,6.058251952,3.412880259,5.199617335,,3.457632966,3.069819105,5.457585953,3.639636796,3.80335834,8.921519285,3.315531182,6.746519902,4.319210049,7.314344048,4.025197307,5.19795548,,,,5.684171103,6.567086627,8.115223438,3.950326402,3.950677108,6.839616518,3.522376309,3.619195483,5.89939404,7.177054463,10.20248222,7.169045947,7.363830834,4.543067655,5.733350439,4.933585042,3.082576594,5.295583513,3.645706685,3.888241053,3.095883262,4.026904119,10.61570842,6.023709759,6.961377739,5.418006543
DATA.687799,7.082696668,4.684788621,,,3.518336122,,6.446335184,4.688079323,5.667805422,10.09422822,6.824549352,4.588541898,3.325424549,10.74558649,3.84663372,,3.093191511,,6.60682024,6.265054958,4.176291326,4.901281476,,3.803342338,2.888317929,3.591414315,3.094445225,8.778875718,6.121009899,6.362015875,4.497909004,7.74054547,4.76938142,9.239819468,6.088889429,4.885286196,3.428547569,3.633183461,4.861157798,4.363574455,8.704257156,4.985476905,6.25781144,3.940478033,5.551298505,4.11804424,4.817432473,,4.617045397,4.779549493,8.813231082,3.703163408,5.123909324,6.829874961,8.383102233,4.754962625,3.753684159,3.238864842,,4.854446952,5.031956968,4.191404037,7.090930514,3.897265205,,5.890300611,4.635427206,5.505878076,3.529421345,,3.818658982,4.227785874,,7.259370246,,3.319979354,8.621806025,3.549569215,3.107099117,6.525892529,3.086098941,3.302890287,5.737383165,7.938095733,3.342942866,,,5.950871851,4.753294742,3.074955556,4.858226844,7.434147505,5.435056919,11.40421188,3.790053756,7.936843776,4.517432426
DATA.687800,,4.908038403,3.247298265,3.611852496,3.371245506,4.292144945,4.300569795,3.798735045,3.35813924,11.06854943,6.927180797,,4.572569437,8.848716932,3.582524105,3.320002993,3.048690145,9.09641705,4.87209703,7.150707056,3.825433532,4.58257731,8.20243785,5.370801031,3.697298342,8.750490458,3.660762476,8.93950175,6.450089807,7.392379702,4.141795258,5.918356172,5.27334352,,3.217943133,4.678999022,7.288523708,7.229513787,5.680143296,6.21479059,5.662820003,3.357782923,13.03100783,3.18511017,9.323745883,8.818264269,4.892540958,5.933163657,5.987290256,3.177705537,9.236164277,3.71235396,,2.929676102,5.000485049,6.842228301,4.58223579,3.703304454,3.886697085,,2.577219733,10.03989461,3.726883092,4.635779573,3.7934807,6.889047771,4.604760351,5.589289668,3.575452493,3.106321438,4.118406199,6.284177191,5.136781092,,5.757237917,,8.632131046,4.976477713,5.437693955,6.013669044,2.743324996,7.841231022,3.743365525,9.313573446,4.001593032,5.369980663,3.075455156,3.085207505,3.932778567,4.607310355,,6.275203664,8.805660921,10.68462212,5.17571606,8.657619948,
DATA.687802,3.198152022,5.023098956,,9.100929724,3.632349848,5.31698005,5.864341744,5.13115878,3.972984792,5.430842903,7.406673626,5.070696862,6.190896046,8.968206335,3.540678653,5.229388927,3.562844886,3.938799823,3.366418768,4.481683804,3.554165967,4.896370405,4.223982526,7.892351806,3.744108438,3.500649779,3.983408785,9.243055433,3.710885371,,4.678877496,8.41096905,4.857028793,9.987909759,3.374633183,3.374656259,5.817792231,3.532211334,7.690974436,4.081338418,6.07772441,3.8419407,4.309655669,3.500921725,3.864924757,3.99177792,4.782807319,4.906029267,5.48493769,5.602246291,8.693240291,3.842113699,,,4.773513683,6.664743449,6.162488558,3.256740512,3.856788097,6.110772205,2.806951691,8.512034463,7.274770316,3.83150713,7.374243427,4.395560372,6.743355429,4.140448654,3.58151454,6.257149711,7.511621475,3.506046808,3.12067149,8.430743193,4.028019339,,9.138903001,4.961019707,3.633821658,4.105648951,3.642933384,8.749174839,3.598291384,9.171944477,3.937541381,6.680220468,3.99676291,3.995862241,3.890721231,3.432554958,9.275698488,6.313772698,3.206415232,9.539245695,,8.128093973,4.082985701
DATA.687807,3.180976459,4.283094569,3.178417947,,3.763841796,,6.596694432,4.216152319,3.112384098,8.403193646,4.458060202,4.811025446,7.900882851,8.53657686,4.079437966,3.634042903,3.885974524,,5.518220243,5.145238476,5.086877422,4.837968534,,6.574788439,3.239267357,,3.455192827,7.63180972,7.5286739,5.673127833,6.70610963,6.981731986,5.779425945,9.949212807,3.266340595,4.138344508,3.269517088,8.288802686,4.427829103,6.802659964,6.003357523,,6.166097709,3.821687293,7.322061818,8.075994308,3.747653553,6.244239519,6.952620684,5.243413346,,6.209835142,6.530225767,6.005931976,6.43412296,,8.819791289,4.544921367,4.910577458,6.23136071,,3.343501782,7.692016741,4.322512767,4.216266865,2.916005296,5.13686535,4.901972272,4.192663394,3.262097071,9.922125815,4.598077128,3.838583946,3.385006576,5.430426127,3.427023967,7.163898306,3.482561883,8.900103182,4.423152377,2.902556505,3.518357932,6.524443534,7.666316168,3.069188857,6.865205309,5.816251844,4.792484583,3.364510538,4.335574292,3.280242647,3.469465997,3.218408466,8.797615419,6.061804486,8.028689294,3.458990447
DATA.687812,3.092370354,3.809202671,3.161420807,5.58322254,4.418483108,,6.113562827,3.893817293,5.414892582,,10.95126791,3.133136427,7.831101212,11.51128454,3.950982626,3.236511411,3.272849006,8.958113436,6.39062174,3.279412782,4.737042579,5.682320386,5.036833102,9.080650587,3.34949301,4.72845707,3.573409061,8.758467946,5.535994831,7.067494187,5.550676913,8.987200232,4.995524151,8.753715356,3.153351816,5.35075147,8.9073322,,3.681598601,3.174487853,4.964612284,3.356929796,4.202659149,4.062887547,4.934784567,3.393714212,4.283207535,6.720999799,5.316270884,3.055532568,8.58335493,3.647660611,5.85995964,4.351322656,7.040843259,7.271367775,3.612810496,4.033198528,3.851756468,6.559879226,2.846234129,4.407210566,4.603099107,,4.015512202,3.231418539,3.825482447,4.341136935,3.665798852,2.697921674,4.334742742,,3.586983306,8.679894281,3.227953715,3.392812756,8.591677405,4.545555398,4.84763804,3.599586049,2.936513948,5.536672435,3.34388684,8.607862028,3.382475997,4.891426277,7.263759826,4.783139299,4.329202765,,8.589526011,3.215807043,7.67020421,8.779970419,5.195337132,8.45252333,3.852608262
DATA.687815,,4.190162928,3.522815571,4.899431577,3.4367135,3.372360627,,4.425522161,3.416935604,6.207795938,8.588118268,3.089116965,3.390365302,9.158875391,3.931709485,3.290431015,3.754829071,3.390542047,6.62326344,3.994662676,3.621410331,5.930332125,8.120058001,3.985177977,3.107069256,,,8.558864264,4.060499562,5.756636447,4.777748382,3.645302169,4.27699762,8.994193481,3.404464792,3.854486272,4.081279822,3.589187125,,3.090064365,6.090642896,4.949092105,4.35651434,3.20382962,7.626531094,7.660002681,6.600963443,4.852641674,6.134121224,3.477426153,8.57351649,4.051658913,3.310180912,6.393266867,5.097710502,5.526653091,3.594619464,3.055014569,3.771752227,8.090338866,3.268909996,3.885801793,6.305862127,4.845316529,3.959367737,5.074368113,4.848846099,6.451463217,3.602692746,5.842093218,5.718054464,3.64096277,6.147052352,3.962369048,3.05654424,4.218238403,7.965272662,4.791472427,3.204006769,3.70006236,3.335150228,8.57806757,5.631374737,7.210816102,,7.645188742,4.736952305,4.786940293,4.331128266,,6.523851685,3.545002722,,9.750719972,3.991471995,8.00436457,3.325808873
DATA.687816,3.582310017,4.789237933,4.283913706,3.906900606,4.780698304,3.332417675,,3.636065651,2.970140436,9.191156688,7.658230262,4.301353543,4.011036853,7.318976983,7.024001955,5.801251219,3.109448979,4.647170139,6.242663967,6.515354535,6.406696658,5.969936537,4.861066662,4.891909753,,9.745293502,3.843746918,7.990212814,5.801178671,5.36076162,5.597659852,8.764105015,6.245620538,10.48687376,5.1544657,3.727702278,3.107103842,5.603562535,3.475676025,6.893402843,5.192208398,4.419796984,9.805475659,4.731046072,,,4.033940292,3.961101094,,3.859647106,6.751416363,3.72965848,5.327814742,3.117371071,5.625165171,5.693059199,5.98886181,6.737412642,3.351089755,6.59306298,3.007030134,10.64197988,8.663138338,3.629604306,3.811710456,6.506237448,4.591571942,7.881293259,3.72535622,6.156572053,7.308459712,3.387569305,,4.193742129,3.06519442,4.372687678,9.322749331,4.040042753,,3.161304254,3.063097557,6.585494079,5.65098879,9.441257885,3.062480104,5.456513693,3.470717936,6.913944454,8.230509227,2.720863944,6.081875405,4.373653407,6.883620657,10.29783975,6.886276075,8.587301498,3.581715313
DATA.687819,4.040254542,,3.425870954,,4.313047805,4.071365334,7.162983273,6.026974907,3.200624002,9.607333381,5.531113515,3.210258126,3.365221231,9.57441901,3.912869546,3.986844963,3.792330615,3.498376194,5.811820456,,,5.161332066,5.189928235,7.875710074,2.999146511,4.080040943,3.299001047,7.889502156,4.239548926,6.484046297,4.447769196,7.822696845,3.527239442,7.630265227,,4.008812188,5.040036173,,7.597396239,7.57541516,6.02069732,3.685459889,8.328033948,3.656615986,5.939769926,5.027705451,4.868619183,5.770599465,,3.118837047,8.68817557,3.977872379,4.958266868,4.819469925,5.137177501,5.416075035,4.230627366,2.860855278,3.894903675,6.355142527,3.154644576,3.284412664,4.70759219,5.766867059,,4.077208417,4.399862371,4.5065861,3.535501766,2.903344728,,4.647153727,3.92261161,8.187108647,4.585215691,4.027048713,6.822225311,3.589243387,3.709412267,4.444303258,2.876714109,3.652220678,4.183191231,7.841302812,3.915075939,5.663271702,3.08788273,3.596663757,3.608343965,6.603700243,8.177276662,3.291882991,3.520283606,,4.531369382,8.603713767,3.382675784
DATA.687820,,4.943952512,3.084518892,5.592033689,3.673541021,3.699507399,9.153809245,,3.324553577,10.11588168,4.199217406,8.189135864,4.676554778,8.499667867,3.810183634,3.595701454,3.964916527,7.957286382,6.014795395,3.165925992,,5.631036395,4.403600054,,3.059934664,9.665658567,3.488343306,8.771848705,6.593215841,7.087614986,7.045780463,,5.237502615,8.708324897,3.270391597,3.411441782,3.11239737,8.138279505,,3.368990126,7.281162476,4.055172306,13.06360806,4.270121367,6.761286678,6.185844454,4.826824212,5.412297989,,6.796855175,9.059278185,5.942957385,4.857064741,,7.238505214,4.461133877,6.528311188,3.316933276,3.332678993,5.903569097,4.921407288,3.103079583,8.111220275,3.535519276,4.960874334,3.267801906,5.339012233,6.234510104,3.887262516,3.008078874,7.344985804,5.930895434,3.556476512,4.559369988,3.815794978,3.198109692,7.951598885,4.010281489,3.180611311,3.388289476,3.084215523,3.775650509,,,3.373351484,7.265183314,3.240322394,6.091085438,,2.797725541,8.301696097,4.14884849,7.450191454,12.18736478,4.881094353,7.850482402,3.305826946
DATA.687821,,4.276104618,3.560716309,3.953329933,4.004076826,4.30927263,8.250646085,4.744369979,3.004712844,9.036931699,11.01950189,3.516104497,3.818536274,8.435609016,7.323316421,3.451284728,3.373428781,4.576668014,7.769434406,3.339310352,7.560971099,5.096299979,,3.601713546,3.312764304,6.713589529,3.539875403,8.915027992,4.770999958,6.89136652,4.531975024,5.982222879,4.39613093,,4.145117874,3.86666007,3.437628412,11.74191063,2.819913585,3.337940793,6.402872586,3.407462413,9.016000715,3.725129916,8.129656356,3.89150404,3.716301779,4.896829668,5.163874831,7.08017612,7.536331959,3.503410052,3.380277535,,6.118754921,4.905765456,6.744556197,5.812638059,4.358795178,5.472527945,4.022724953,11.24498239,,4.401717504,3.857975508,8.03894364,3.154616167,6.075640967,7.0101696,3.342646235,7.354899294,4.623863976,3.886365922,3.778131017,3.830748382,3.374291011,3.249853634,3.820268198,4.433178162,4.701719207,11.86871319,4.003497276,4.719987556,9.370735877,3.219137629,6.79001416,3.139909813,,,,4.511263288,,3.347748589,12.07318345,8.310365796,7.848251407,
DATA.687829,2.757200963,3.85032941,,3.709154578,4.574834532,6.314050062,9.847630416,3.117617153,3.256647372,7.572172053,5.418704767,3.312624463,4.56560105,9.071396923,4.676580372,3.532697146,2.951521706,3.151614863,5.490693151,7.629168844,5.108275916,5.017346349,7.108630048,,6.468401615,3.33628573,6.923303897,5.536452929,5.57075481,2.775710289,5.511274529,3.303311161,4.466206471,9.181411843,4.025015112,,3.144597188,10.05902816,,,8.91248028,8.763034044,4.20346815,3.131463329,5.997651853,4.330762096,3.599905205,4.156960748,5.706182766,3.360606603,7.63697461,,4.484834584,3.826846218,3.11986047,7.397901092,3.854307033,6.864120919,3.585282405,,5.423913518,3.073711295,6.71648927,3.578326368,11.06567661,6.879785404,3.454064526,4.635252485,4.407573835,8.230113579,9.976069035,3.46440693,4.001059905,9.291318274,6.063565277,3.490385217,5.597544255,5.35885557,3.123001395,6.016380892,4.22114083,8.077102976,,9.65534377,3.240204843,6.899557382,3.030632767,3.299747002,3.663275934,2.768126357,9.387272442,3.658064417,3.766117961,4.037588172,4.066834555,8.560734735,3.220277718
DATA.687980,2.645826846,3.403476292,3.189163132,3.773488136,3.698228975,6.169291277,3.878194923,,4.06162056,6.801796199,3.41332851,2.923817099,,3.06888654,3.471730949,3.644494976,4.362592525,3.096887841,4.044243961,4.102400307,3.626370188,4.550185165,7.549599912,8.190001607,3.054433077,3.364711106,3.292403895,7.726626194,7.688072968,4.592731199,7.673443964,3.686667427,7.61084974,9.122012654,4.753764935,3.087883846,3.175481142,3.362233576,3.000806259,2.975213101,7.928723772,4.299794872,3.996000998,3.029089377,3.944508467,3.548039325,5.404414787,4.083076816,4.312562456,2.896970308,7.320838553,4.832781234,2.97003325,3.173114827,3.891205801,6.87044002,3.327702976,3.318191836,3.885697164,3.914244424,5.086830013,3.045338216,3.046676962,5.320890331,7.671266444,8.985147589,3.746988644,6.444391703,3.39082235,3.269166128,3.105872972,3.533630841,5.904248774,2.870387486,3.059415758,,5.845979609,3.477643908,6.179857378,3.374578757,8.530339988,3.411099804,3.441457484,4.933139477,6.889741026,8.288926828,6.329873087,3.201769067,3.256908742,2.643817168,4.417445281,,3.28653253,3.149054235,8.238048856,3.127817628,3.057156068
DATA.687983,2.676659039,,4.089351745,5.044397679,3.752565971,6.354072886,3.488396765,,2.984045513,6.475313468,,3.495219086,3.958611868,3.201351299,4.190079116,5.780916494,3.065560099,,4.755063463,5.239272014,5.375568991,5.226847679,5.395111814,3.442422152,4.200220866,,2.965782665,2.7461088,6.127466501,5.883963166,5.016180495,3.306342345,7.020360334,7.9882342,4.317039,,3.048772693,5.388508666,4.454253614,3.934149839,6.958203419,7.669966587,3.946571951,,7.585712256,5.574892515,4.120813051,3.893698422,5.947021113,2.881099558,,3.282266161,4.107731946,3.277545252,3.162684698,6.610687285,3.877820167,4.484983718,5.325737698,4.385554424,3.642323543,3.121304954,2.93239424,3.617400854,6.312783892,6.389769124,3.3649397,4.965838217,4.324146012,5.863281813,6.870789568,3.700562547,5.245277199,7.825871111,7.509912133,3.472600825,4.6117223,7.815703725,4.244296382,5.924055105,2.567929175,3.744811272,3.038935522,7.986842505,3.148573362,6.594393071,2.970675023,3.029340061,5.64886952,2.851965195,8.963239335,3.083263377,3.189693923,2.889430448,5.116782974,6.928372832,3.297649182
DATA.687985,2.850060921,3.999740393,4.990446332,3.653774134,4.104947507,3.741989833,10.92266488,4.13728047,3.190903062,12.00053438,3.736951603,3.111086596,5.284647272,3.849512244,3.631247499,8.528584449,3.985252387,3.351526701,4.385222191,5.768443212,4.071804484,5.596635726,4.21465369,5.267578854,4.187447957,6.000829824,3.654703808,7.399675793,7.175796294,5.582909174,4.538142457,3.845018048,6.132978511,7.462741681,4.871474106,5.366411457,3.100503441,3.561002416,7.399939648,3.453885294,6.020757647,3.911875225,3.702912511,3.297659869,7.466092232,5.052638599,6.135221283,3.228613027,6.373248657,3.253282402,4.314169637,4.348553449,5.563557506,5.80787097,4.390357671,,,3.057023131,5.240452693,7.703544419,4.313002077,6.977723709,3.175659162,5.101342011,6.907103133,9.90151637,3.597050434,6.263967286,,8.088732734,6.069214156,3.617161111,3.761842465,,4.284109634,10.7237671,7.305723365,6.96494926,3.801709313,3.568777136,5.219867369,7.68609183,8.926097281,7.250835823,4.619734435,7.680507855,6.667082728,3.358402874,8.554011573,6.777535396,2.962896876,3.203390311,4.573810026,4.411256408,6.271810764,3.370581328,3.410528512
DATA.687995,2.923382059,3.752003031,3.493849344,7.244331722,,6.189127138,4.690871661,3.198249456,4.242933222,8.440427908,10.27230681,7.815614896,6.682163707,6.997447928,4.030956532,3.038027559,3.651073179,3.842405845,5.779083782,4.681181546,4.613422322,5.329500031,4.887285372,,3.643649153,3.270154708,,8.037748028,4.881215534,5.691736551,8.315390458,4.264097081,7.286247582,10.46990098,4.988271865,3.260595857,3.347870306,3.425808278,7.580762373,3.180962074,7.396879796,3.749898968,3.963676763,3.303671472,5.163373915,4.042066481,5.502362862,3.824866274,6.052205467,3.191832065,7.952721598,4.983872552,8.006632077,5.281378493,5.362423245,6.437102542,4.008991465,3.061038342,4.348898947,8.563940362,3.784918543,3.239511651,3.016433832,5.304980011,4.404865548,6.442940905,,4.46829704,3.731875436,6.634691666,5.968401981,3.55414805,4.047874925,,5.949636004,3.277052318,6.320848416,5.988641875,4.964828713,5.866494472,2.771063032,7.757112741,3.287712164,7.887451877,5.218444509,7.109424933,4.796456301,,6.622171405,6.90084816,4.232309276,3.086597849,3.327174571,3.190317629,4.667528917,5.962800739,3.673260097
